gene,log2FoldChange,stat,pvalue,padj
ENSG00000287829,0.0,1.0,0.0,1.0
ENSG00000124641,0.0,1.0,0.0,1.0
ENSG00000226478,0.0,1.0,0.0,1.0
ENSG00000248919,0.0,1.0,0.0,1.0
ENSG00000235932,0.0,1.0,0.0,1.0
ENSG00000282961,0.0,1.0,0.0,1.0
ENSG00000282939,0.0,1.0,0.0,1.0
ENSG00000226439,0.0,1.0,0.0,1.0
ENSG00000226361,0.0,1.0,0.0,1.0
ENSG00000258153,0.0,1.0,0.0,1.0
ENSG00000258150,0.0,1.0,0.0,1.0
ENSG00000240087,0.0,1.0,0.0,1.0
ENSG00000284649,0.0,1.0,0.0,1.0
ENSG00000243538,0.0,1.0,0.0,1.0
ENSG00000243517,0.0,1.0,0.0,1.0
ENSG00000243485,0.0,1.0,0.0,1.0
ENSG00000236058,0.0,1.0,0.0,1.0
ENSG00000283122,0.0,1.0,0.0,1.0
ENSG00000204176,0.0,1.0,0.0,1.0
ENSG00000244682,0.0,1.0,0.0,1.0
ENSG00000287544,0.0,1.0,0.0,1.0
ENSG00000266923,0.0,1.0,0.0,1.0
ENSG00000244582,0.0,1.0,0.0,1.0
ENSG00000244560,0.0,1.0,0.0,1.0
ENSG00000272144,0.0,1.0,0.0,1.0
ENSG00000275464,0.0,1.0,0.0,1.0
ENSG00000275437,0.0,1.0,0.0,1.0
ENSG00000275400,0.0,1.0,0.0,1.0
ENSG00000178660,0.0,1.0,0.0,1.0
ENSG00000226891,0.0,1.0,0.0,1.0
ENSG00000151303,0.0,1.0,0.0,1.0
ENSG00000232586,0.0,1.0,0.0,1.0
ENSG00000232300,0.0,1.0,0.0,1.0
ENSG00000253731,0.0,1.0,0.0,1.0
ENSG00000283549,0.0,1.0,0.0,1.0
ENSG00000214110,0.0,1.0,0.0,1.0
ENSG00000261512,0.0,1.0,0.0,1.0
ENSG00000261499,0.0,1.0,0.0,1.0
ENSG00000261459,0.0,1.0,0.0,1.0
ENSG00000257921,0.0,1.0,0.0,1.0
ENSG00000278224,0.0,1.0,0.0,1.0
ENSG00000278177,0.0,1.0,0.0,1.0
ENSG00000235499,0.0,1.0,0.0,1.0
ENSG00000286104,0.0,1.0,0.0,1.0
ENSG00000270157,0.0,1.0,0.0,1.0
ENSG00000199562,0.0,1.0,0.0,1.0
ENSG00000199319,0.0,1.0,0.0,1.0
ENSG00000198910,0.0,1.0,0.0,1.0
ENSG00000198908,0.0,1.0,0.0,1.0
ENSG00000281398,0.0,1.0,0.0,1.0
ENSG00000111729,0.0,1.0,0.0,1.0
ENSG00000284803,0.0,1.0,0.0,1.0
ENSG00000284776,0.0,1.0,0.0,1.0
ENSG00000240036,0.0,1.0,0.0,1.0
ENSG00000257591,0.0,1.0,0.0,1.0
ENSG00000257563,0.0,1.0,0.0,1.0
ENSG00000250745,0.0,1.0,0.0,1.0
ENSG00000257355,0.0,1.0,0.0,1.0
ENSG00000226855,0.0,1.0,0.0,1.0
ENSG00000226824,0.0,1.0,0.0,1.0
ENSG00000275325,0.0,1.0,0.0,1.0
ENSG00000278299,0.0,1.0,0.0,1.0
ENSG00000275180,0.0,1.0,0.0,1.0
ENSG00000258924,0.0,1.0,0.0,1.0
ENSG00000275496,0.0,1.0,0.0,1.0
ENSG00000226964,0.0,1.0,0.0,1.0
ENSG00000226415,0.0,1.0,0.0,1.0
ENSG00000206228,0.0,1.0,0.0,1.0
ENSG00000250731,0.0,1.0,0.0,1.0
ENSG00000249485,0.0,1.0,0.0,1.0
ENSG00000249459,0.0,1.0,0.0,1.0
ENSG00000184115,0.0,1.0,0.0,1.0
ENSG00000184100,0.0,1.0,0.0,1.0
ENSG00000185275,0.0,1.0,0.0,1.0
ENSG00000279365,0.0,1.0,0.0,1.0
ENSG00000253816,0.0,1.0,0.0,1.0
ENSG00000253797,0.0,1.0,0.0,1.0
ENSG00000257531,0.0,1.0,0.0,1.0
ENSG00000227097,0.0,1.0,0.0,1.0
ENSG00000227077,0.0,1.0,0.0,1.0
ENSG00000250461,0.0,1.0,0.0,1.0
ENSG00000243181,0.0,1.0,0.0,1.0
ENSG00000243403,0.0,1.0,0.0,1.0
ENSG00000275557,0.0,1.0,0.0,1.0
ENSG00000286607,0.0,1.0,0.0,1.0
ENSG00000286600,0.0,1.0,0.0,1.0
ENSG00000279236,0.0,1.0,0.0,1.0
ENSG00000125551,0.0,1.0,0.0,1.0
ENSG00000257411,0.0,1.0,0.0,1.0
ENSG00000279425,0.0,1.0,0.0,1.0
ENSG00000266922,0.0,1.0,0.0,1.0
ENSG00000280881,0.0,1.0,0.0,1.0
ENSG00000210194,0.0,1.0,0.0,1.0
ENSG00000136197,0.0,1.0,0.0,1.0
ENSG00000136244,0.0,1.0,0.0,1.0
ENSG00000279619,0.0,1.0,0.0,1.0
ENSG00000279592,0.0,1.0,0.0,1.0
ENSG00000198932,0.0,1.0,0.0,1.0
ENSG00000286106,0.0,1.0,0.0,1.0
ENSG00000257108,0.0,1.0,0.0,1.0
ENSG00000227288,0.0,1.0,0.0,1.0
ENSG00000227145,0.0,1.0,0.0,1.0
ENSG00000227140,0.0,1.0,0.0,1.0
ENSG00000250569,0.0,1.0,0.0,1.0
ENSG00000125695,0.0,1.0,0.0,1.0
ENSG00000257298,0.0,1.0,0.0,1.0
ENSG00000279289,0.0,1.0,0.0,1.0
ENSG00000275661,0.0,1.0,0.0,1.0
ENSG00000234743,0.0,1.0,0.0,1.0
ENSG00000275610,0.0,1.0,0.0,1.0
ENSG00000189114,0.0,1.0,0.0,1.0
ENSG00000286523,0.0,1.0,0.0,1.0
ENSG00000286506,0.0,1.0,0.0,1.0
ENSG00000261582,0.0,1.0,0.0,1.0
ENSG00000275558,0.0,1.0,0.0,1.0
ENSG00000280457,0.0,1.0,0.0,1.0
ENSG00000256977,0.0,1.0,0.0,1.0
ENSG00000213976,0.0,1.0,0.0,1.0
ENSG00000227632,0.0,1.0,0.0,1.0
ENSG00000261617,0.0,1.0,0.0,1.0
ENSG00000257207,0.0,1.0,0.0,1.0
ENSG00000257179,0.0,1.0,0.0,1.0
ENSG00000261596,0.0,1.0,0.0,1.0
ENSG00000213920,0.0,1.0,0.0,1.0
ENSG00000232460,0.0,1.0,0.0,1.0
ENSG00000232450,0.0,1.0,0.0,1.0
ENSG00000250539,0.0,1.0,0.0,1.0
ENSG00000287906,0.0,1.0,0.0,1.0
ENSG00000279434,0.0,1.0,0.0,1.0
ENSG00000279427,0.0,1.0,0.0,1.0
ENSG00000257171,0.0,1.0,0.0,1.0
ENSG00000240403,0.0,1.0,0.0,1.0
ENSG00000284934,0.0,1.0,0.0,1.0
ENSG00000284917,0.0,1.0,0.0,1.0
ENSG00000249388,0.0,1.0,0.0,1.0
ENSG00000284341,0.0,1.0,0.0,1.0
ENSG00000284337,0.0,1.0,0.0,1.0
ENSG00000284294,0.0,1.0,0.0,1.0
ENSG00000250746,0.0,1.0,0.0,1.0
ENSG00000207005,0.0,1.0,0.0,1.0
ENSG00000206965,0.0,1.0,0.0,1.0
ENSG00000206899,0.0,1.0,0.0,1.0
ENSG00000206585,0.0,1.0,0.0,1.0
ENSG00000266992,0.0,1.0,0.0,1.0
ENSG00000288972,0.0,1.0,0.0,1.0
ENSG00000267179,0.0,1.0,0.0,1.0
ENSG00000267173,0.0,1.0,0.0,1.0
ENSG00000275764,0.0,1.0,0.0,1.0
ENSG00000275954,0.0,1.0,0.0,1.0
ENSG00000159885,0.0,1.0,0.0,1.0
ENSG00000227939,0.0,1.0,0.0,1.0
ENSG00000253794,0.0,1.0,0.0,1.0
ENSG00000288969,0.0,1.0,0.0,1.0
ENSG00000253767,0.0,1.0,0.0,1.0
ENSG00000261586,0.0,1.0,0.0,1.0
ENSG00000232344,0.0,1.0,0.0,1.0
ENSG00000232234,0.0,1.0,0.0,1.0
ENSG00000232150,0.0,1.0,0.0,1.0
ENSG00000189014,0.0,1.0,0.0,1.0
ENSG00000100121,0.0,1.0,0.0,1.0
ENSG00000234648,0.0,1.0,0.0,1.0
ENSG00000240489,0.0,1.0,0.0,1.0
ENSG00000240429,0.0,1.0,0.0,1.0
ENSG00000205871,0.0,1.0,0.0,1.0
ENSG00000234769,0.0,1.0,0.0,1.0
ENSG00000279807,0.0,1.0,0.0,1.0
ENSG00000279803,0.0,1.0,0.0,1.0
ENSG00000151967,0.0,1.0,0.0,1.0
ENSG00000151846,0.0,1.0,0.0,1.0
ENSG00000232110,0.0,1.0,0.0,1.0
ENSG00000250506,0.0,1.0,0.0,1.0
ENSG00000250472,0.0,1.0,0.0,1.0
ENSG00000227449,0.0,1.0,0.0,1.0
ENSG00000283228,0.0,1.0,0.0,1.0
ENSG00000283201,0.0,1.0,0.0,1.0
ENSG00000228049,0.0,1.0,0.0,1.0
ENSG00000227551,0.0,1.0,0.0,1.0
ENSG00000227376,0.0,1.0,0.0,1.0
ENSG00000188856,0.0,1.0,0.0,1.0
ENSG00000240240,0.0,1.0,0.0,1.0
ENSG00000240231,0.0,1.0,0.0,1.0
ENSG00000140955,0.0,1.0,0.0,1.0
ENSG00000256712,0.0,1.0,0.0,1.0
ENSG00000256671,0.0,1.0,0.0,1.0
ENSG00000256664,0.0,1.0,0.0,1.0
ENSG00000152049,0.0,1.0,0.0,1.0
ENSG00000280434,0.0,1.0,0.0,1.0
ENSG00000280402,0.0,1.0,0.0,1.0
ENSG00000172156,0.0,1.0,0.0,1.0
ENSG00000213761,0.0,1.0,0.0,1.0
ENSG00000270106,0.0,1.0,0.0,1.0
ENSG00000213740,0.0,1.0,0.0,1.0
ENSG00000270039,0.0,1.0,0.0,1.0
ENSG00000202058,0.0,1.0,0.0,1.0
ENSG00000201654,0.0,1.0,0.0,1.0
ENSG00000287932,0.0,1.0,0.0,1.0
ENSG00000228144,0.0,1.0,0.0,1.0
ENSG00000228110,0.0,1.0,0.0,1.0
ENSG00000227827,0.0,1.0,0.0,1.0
ENSG00000166351,0.0,1.0,0.0,1.0
ENSG00000228217,0.0,1.0,0.0,1.0
ENSG00000213885,0.0,1.0,0.0,1.0
ENSG00000227777,0.0,1.0,0.0,1.0
ENSG00000256825,0.0,1.0,0.0,1.0
ENSG00000188801,0.0,1.0,0.0,1.0
ENSG00000188785,0.0,1.0,0.0,1.0
ENSG00000243284,0.0,1.0,0.0,1.0
ENSG00000243244,0.0,1.0,0.0,1.0
ENSG00000240591,0.0,1.0,0.0,1.0
ENSG00000240527,0.0,1.0,0.0,1.0
ENSG00000240509,0.0,1.0,0.0,1.0
ENSG00000261864,0.0,1.0,0.0,1.0
ENSG00000270025,0.0,1.0,0.0,1.0
ENSG00000228149,0.0,1.0,0.0,1.0
ENSG00000272155,0.0,1.0,0.0,1.0
ENSG00000289276,0.0,1.0,0.0,1.0
ENSG00000275882,0.0,1.0,0.0,1.0
ENSG00000275854,0.0,1.0,0.0,1.0
ENSG00000289272,0.0,1.0,0.0,1.0
ENSG00000188817,0.0,1.0,0.0,1.0
ENSG00000179611,0.0,1.0,0.0,1.0
ENSG00000276077,0.0,1.0,0.0,1.0
ENSG00000289269,0.0,1.0,0.0,1.0
ENSG00000253901,0.0,1.0,0.0,1.0
ENSG00000253846,0.0,1.0,0.0,1.0
ENSG00000253833,0.0,1.0,0.0,1.0
ENSG00000253831,0.0,1.0,0.0,1.0
ENSG00000237624,0.0,1.0,0.0,1.0
ENSG00000228232,0.0,1.0,0.0,1.0
ENSG00000256566,0.0,1.0,0.0,1.0
ENSG00000256553,0.0,1.0,0.0,1.0
ENSG00000279801,0.0,1.0,0.0,1.0
ENSG00000279795,0.0,1.0,0.0,1.0
ENSG00000182983,0.0,1.0,0.0,1.0
ENSG00000235613,0.0,1.0,0.0,1.0
ENSG00000235587,0.0,1.0,0.0,1.0
ENSG00000235558,0.0,1.0,0.0,1.0
ENSG00000235554,0.0,1.0,0.0,1.0
ENSG00000282059,0.0,1.0,0.0,1.0
ENSG00000267246,0.0,1.0,0.0,1.0
ENSG00000269918,0.0,1.0,0.0,1.0
ENSG00000269911,0.0,1.0,0.0,1.0
ENSG00000203644,0.0,1.0,0.0,1.0
ENSG00000288863,0.0,1.0,0.0,1.0
ENSG00000276046,0.0,1.0,0.0,1.0
ENSG00000240764,0.0,1.0,0.0,1.0
ENSG00000240731,0.0,1.0,0.0,1.0
ENSG00000240674,0.0,1.0,0.0,1.0
ENSG00000289327,0.0,1.0,0.0,1.0
ENSG00000289318,0.0,1.0,0.0,1.0
ENSG00000240914,0.0,1.0,0.0,1.0
ENSG00000288910,0.0,1.0,0.0,1.0
ENSG00000228331,0.0,1.0,0.0,1.0
ENSG00000234241,0.0,1.0,0.0,1.0
ENSG00000234589,0.0,1.0,0.0,1.0
ENSG00000131233,0.0,1.0,0.0,1.0
ENSG00000253910,0.0,1.0,0.0,1.0
ENSG00000250896,0.0,1.0,0.0,1.0
ENSG00000228305,0.0,1.0,0.0,1.0
ENSG00000276259,0.0,1.0,0.0,1.0
ENSG00000276256,0.0,1.0,0.0,1.0
ENSG00000276248,0.0,1.0,0.0,1.0
ENSG00000279955,0.0,1.0,0.0,1.0
ENSG00000280128,0.0,1.0,0.0,1.0
ENSG00000280077,0.0,1.0,0.0,1.0
ENSG00000288855,0.0,1.0,0.0,1.0
ENSG00000288905,0.0,1.0,0.0,1.0
ENSG00000250844,0.0,1.0,0.0,1.0
ENSG00000288896,0.0,1.0,0.0,1.0
ENSG00000188375,0.0,1.0,0.0,1.0
ENSG00000289974,0.0,1.0,0.0,1.0
ENSG00000279825,0.0,1.0,0.0,1.0
ENSG00000214265,0.0,1.0,0.0,1.0
ENSG00000256508,0.0,1.0,0.0,1.0
ENSG00000256349,0.0,1.0,0.0,1.0
ENSG00000200463,0.0,1.0,0.0,1.0
ENSG00000200312,0.0,1.0,0.0,1.0
ENSG00000228434,0.0,1.0,0.0,1.0
ENSG00000228532,0.0,1.0,0.0,1.0
ENSG00000256029,0.0,1.0,0.0,1.0
ENSG00000288839,0.0,1.0,0.0,1.0
ENSG00000188610,0.0,1.0,0.0,1.0
ENSG00000214188,0.0,1.0,0.0,1.0
ENSG00000179938,0.0,1.0,0.0,1.0
ENSG00000276007,0.0,1.0,0.0,1.0
ENSG00000183336,0.0,1.0,0.0,1.0
ENSG00000234558,0.0,1.0,0.0,1.0
ENSG00000253900,0.0,1.0,0.0,1.0
ENSG00000253873,0.0,1.0,0.0,1.0
ENSG00000253861,0.0,1.0,0.0,1.0
ENSG00000279861,0.0,1.0,0.0,1.0
ENSG00000231767,0.0,1.0,0.0,1.0
ENSG00000256100,0.0,1.0,0.0,1.0
ENSG00000127526,0.0,1.0,0.0,1.0
ENSG00000287840,0.0,1.0,0.0,1.0
ENSG00000255737,0.0,1.0,0.0,1.0
ENSG00000279555,0.0,1.0,0.0,1.0
ENSG00000270019,0.0,1.0,0.0,1.0
ENSG00000270011,0.0,1.0,0.0,1.0
ENSG00000269989,0.0,1.0,0.0,1.0
ENSG00000280571,0.0,1.0,0.0,1.0
ENSG00000279544,0.0,1.0,0.0,1.0
ENSG00000205810,0.0,1.0,0.0,1.0
ENSG00000278909,0.0,1.0,0.0,1.0
ENSG00000267284,0.0,1.0,0.0,1.0
ENSG00000267281,0.0,1.0,0.0,1.0
ENSG00000214578,0.0,1.0,0.0,1.0
ENSG00000255921,0.0,1.0,0.0,1.0
ENSG00000183148,0.0,1.0,0.0,1.0
ENSG00000183298,0.0,1.0,0.0,1.0
ENSG00000243071,0.0,1.0,0.0,1.0
ENSG00000242970,0.0,1.0,0.0,1.0
ENSG00000242960,0.0,1.0,0.0,1.0
ENSG00000240813,0.0,1.0,0.0,1.0
ENSG00000289310,0.0,1.0,0.0,1.0
ENSG00000289306,0.0,1.0,0.0,1.0
ENSG00000240616,0.0,1.0,0.0,1.0
ENSG00000242852,0.0,1.0,0.0,1.0
ENSG00000283580,0.0,1.0,0.0,1.0
ENSG00000283563,0.0,1.0,0.0,1.0
ENSG00000253953,0.0,1.0,0.0,1.0
ENSG00000130997,0.0,1.0,0.0,1.0
ENSG00000130950,0.0,1.0,0.0,1.0
ENSG00000288604,0.0,1.0,0.0,1.0
ENSG00000200243,0.0,1.0,0.0,1.0
ENSG00000289017,0.0,1.0,0.0,1.0
ENSG00000289006,0.0,1.0,0.0,1.0
ENSG00000289005,0.0,1.0,0.0,1.0
ENSG00000203266,0.0,1.0,0.0,1.0
ENSG00000202444,0.0,1.0,0.0,1.0
ENSG00000278991,0.0,1.0,0.0,1.0
ENSG00000267140,0.0,1.0,0.0,1.0
ENSG00000282164,0.0,1.0,0.0,1.0
ENSG00000267353,0.0,1.0,0.0,1.0
ENSG00000168995,0.0,1.0,0.0,1.0
ENSG00000169203,0.0,1.0,0.0,1.0
ENSG00000228695,0.0,1.0,0.0,1.0
ENSG00000228856,0.0,1.0,0.0,1.0
ENSG00000127589,0.0,1.0,0.0,1.0
ENSG00000286634,0.0,1.0,0.0,1.0
ENSG00000237568,0.0,1.0,0.0,1.0
ENSG00000272162,0.0,1.0,0.0,1.0
ENSG00000272159,0.0,1.0,0.0,1.0
ENSG00000286268,0.0,1.0,0.0,1.0
ENSG00000248618,0.0,1.0,0.0,1.0
ENSG00000248464,0.0,1.0,0.0,1.0
ENSG00000236533,0.0,1.0,0.0,1.0
ENSG00000135747,0.0,1.0,0.0,1.0
ENSG00000248751,0.0,1.0,0.0,1.0
ENSG00000236264,0.0,1.0,0.0,1.0
ENSG00000236194,0.0,1.0,0.0,1.0
ENSG00000268614,0.0,1.0,0.0,1.0
ENSG00000286813,0.0,1.0,0.0,1.0
ENSG00000289164,0.0,1.0,0.0,1.0
ENSG00000288606,0.0,1.0,0.0,1.0
ENSG00000278133,0.0,1.0,0.0,1.0
ENSG00000283341,0.0,1.0,0.0,1.0
ENSG00000289295,0.0,1.0,0.0,1.0
ENSG00000283355,0.0,1.0,0.0,1.0
ENSG00000285528,0.0,1.0,0.0,1.0
ENSG00000285508,0.0,1.0,0.0,1.0
ENSG00000231684,0.0,1.0,0.0,1.0
ENSG00000289282,0.0,1.0,0.0,1.0
ENSG00000255836,0.0,1.0,0.0,1.0
ENSG00000255817,0.0,1.0,0.0,1.0
ENSG00000255790,0.0,1.0,0.0,1.0
ENSG00000234268,0.0,1.0,0.0,1.0
ENSG00000289138,0.0,1.0,0.0,1.0
ENSG00000228835,0.0,1.0,0.0,1.0
ENSG00000158258,0.0,1.0,0.0,1.0
ENSG00000276278,0.0,1.0,0.0,1.0
ENSG00000214391,0.0,1.0,0.0,1.0
ENSG00000288634,0.0,1.0,0.0,1.0
ENSG00000288623,0.0,1.0,0.0,1.0
ENSG00000288622,0.0,1.0,0.0,1.0
ENSG00000287700,0.0,1.0,0.0,1.0
ENSG00000255641,0.0,1.0,0.0,1.0
ENSG00000180139,0.0,1.0,0.0,1.0
ENSG00000276603,0.0,1.0,0.0,1.0
ENSG00000287695,0.0,1.0,0.0,1.0
ENSG00000261857,0.0,1.0,0.0,1.0
ENSG00000242735,0.0,1.0,0.0,1.0
ENSG00000261793,0.0,1.0,0.0,1.0
ENSG00000242583,0.0,1.0,0.0,1.0
ENSG00000242488,0.0,1.0,0.0,1.0
ENSG00000261687,0.0,1.0,0.0,1.0
ENSG00000213881,0.0,1.0,0.0,1.0
ENSG00000254122,0.0,1.0,0.0,1.0
ENSG00000152953,0.0,1.0,0.0,1.0
ENSG00000285628,0.0,1.0,0.0,1.0
ENSG00000248167,0.0,1.0,0.0,1.0
ENSG00000248138,0.0,1.0,0.0,1.0
ENSG00000248101,0.0,1.0,0.0,1.0
ENSG00000136149,0.0,1.0,0.0,1.0
ENSG00000213648,0.0,1.0,0.0,1.0
ENSG00000143768,0.0,1.0,0.0,1.0
ENSG00000284948,0.0,1.0,0.0,1.0
ENSG00000200867,0.0,1.0,0.0,1.0
ENSG00000267314,0.0,1.0,0.0,1.0
ENSG00000281026,0.0,1.0,0.0,1.0
ENSG00000281000,0.0,1.0,0.0,1.0
ENSG00000267369,0.0,1.0,0.0,1.0
ENSG00000267368,0.0,1.0,0.0,1.0
ENSG00000213638,0.0,1.0,0.0,1.0
ENSG00000229204,0.0,1.0,0.0,1.0
ENSG00000229186,0.0,1.0,0.0,1.0
ENSG00000229151,0.0,1.0,0.0,1.0
ENSG00000269891,0.0,1.0,0.0,1.0
ENSG00000203852,0.0,1.0,0.0,1.0
ENSG00000235655,0.0,1.0,0.0,1.0
ENSG00000284049,0.0,1.0,0.0,1.0
ENSG00000284024,0.0,1.0,0.0,1.0
ENSG00000235776,0.0,1.0,0.0,1.0
ENSG00000267520,0.0,1.0,0.0,1.0
ENSG00000128271,0.0,1.0,0.0,1.0
ENSG00000229132,0.0,1.0,0.0,1.0
ENSG00000229122,0.0,1.0,0.0,1.0
ENSG00000229119,0.0,1.0,0.0,1.0
ENSG00000254126,0.0,1.0,0.0,1.0
ENSG00000248290,0.0,1.0,0.0,1.0
ENSG00000236565,0.0,1.0,0.0,1.0
ENSG00000231560,0.0,1.0,0.0,1.0
ENSG00000255439,0.0,1.0,0.0,1.0
ENSG00000157315,0.0,1.0,0.0,1.0
ENSG00000213772,0.0,1.0,0.0,1.0
ENSG00000255339,0.0,1.0,0.0,1.0
ENSG00000128039,0.0,1.0,0.0,1.0
ENSG00000255539,0.0,1.0,0.0,1.0
ENSG00000255526,0.0,1.0,0.0,1.0
ENSG00000255513,0.0,1.0,0.0,1.0
ENSG00000213763,0.0,1.0,0.0,1.0
ENSG00000276744,0.0,1.0,0.0,1.0
ENSG00000276547,0.0,1.0,0.0,1.0
ENSG00000180089,0.0,1.0,0.0,1.0
ENSG00000188223,0.0,1.0,0.0,1.0
ENSG00000229419,0.0,1.0,0.0,1.0
ENSG00000229406,0.0,1.0,0.0,1.0
ENSG00000068781,0.0,1.0,0.0,1.0
ENSG00000153485,0.0,1.0,0.0,1.0
ENSG00000254245,0.0,1.0,0.0,1.0
ENSG00000254221,0.0,1.0,0.0,1.0
ENSG00000231701,0.0,1.0,0.0,1.0
ENSG00000110665,0.0,1.0,0.0,1.0
ENSG00000267481,0.0,1.0,0.0,1.0
ENSG00000267470,0.0,1.0,0.0,1.0
ENSG00000267426,0.0,1.0,0.0,1.0
ENSG00000286007,0.0,1.0,0.0,1.0
ENSG00000261739,0.0,1.0,0.0,1.0
ENSG00000205534,0.0,1.0,0.0,1.0
ENSG00000269533,0.0,1.0,0.0,1.0
ENSG00000261717,0.0,1.0,0.0,1.0
ENSG00000240821,0.0,1.0,0.0,1.0
ENSG00000241404,0.0,1.0,0.0,1.0
ENSG00000241360,0.0,1.0,0.0,1.0
ENSG00000241350,0.0,1.0,0.0,1.0
ENSG00000197934,0.0,1.0,0.0,1.0
ENSG00000277067,0.0,1.0,0.0,1.0
ENSG00000277027,0.0,1.0,0.0,1.0
ENSG00000276998,0.0,1.0,0.0,1.0
ENSG00000183935,0.0,1.0,0.0,1.0
ENSG00000183918,0.0,1.0,0.0,1.0
ENSG00000183889,0.0,1.0,0.0,1.0
ENSG00000287214,0.0,1.0,0.0,1.0
ENSG00000289698,0.0,1.0,0.0,1.0
ENSG00000255449,0.0,1.0,0.0,1.0
ENSG00000255448,0.0,1.0,0.0,1.0
ENSG00000229425,0.0,1.0,0.0,1.0
ENSG00000229757,0.0,1.0,0.0,1.0
ENSG00000272489,0.0,1.0,0.0,1.0
ENSG00000082196,0.0,1.0,0.0,1.0
ENSG00000241119,0.0,1.0,0.0,1.0
ENSG00000236801,0.0,1.0,0.0,1.0
ENSG00000236768,0.0,1.0,0.0,1.0
ENSG00000236739,0.0,1.0,0.0,1.0
ENSG00000203506,0.0,1.0,0.0,1.0
ENSG00000269940,0.0,1.0,0.0,1.0
ENSG00000267561,0.0,1.0,0.0,1.0
ENSG00000272455,0.0,1.0,0.0,1.0
ENSG00000249141,0.0,1.0,0.0,1.0
ENSG00000249104,0.0,1.0,0.0,1.0
ENSG00000248993,0.0,1.0,0.0,1.0
ENSG00000241081,0.0,1.0,0.0,1.0
ENSG00000241073,0.0,1.0,0.0,1.0
ENSG00000276840,0.0,1.0,0.0,1.0
ENSG00000093100,0.0,1.0,0.0,1.0
ENSG00000277125,0.0,1.0,0.0,1.0
ENSG00000187922,0.0,1.0,0.0,1.0
ENSG00000272446,0.0,1.0,0.0,1.0
ENSG00000231464,0.0,1.0,0.0,1.0
ENSG00000231414,0.0,1.0,0.0,1.0
ENSG00000197826,0.0,1.0,0.0,1.0
ENSG00000231167,0.0,1.0,0.0,1.0
ENSG00000231313,0.0,1.0,0.0,1.0
ENSG00000255432,0.0,1.0,0.0,1.0
ENSG00000255428,0.0,1.0,0.0,1.0
ENSG00000255423,0.0,1.0,0.0,1.0
ENSG00000255150,0.0,1.0,0.0,1.0
ENSG00000229605,0.0,1.0,0.0,1.0
ENSG00000229604,0.0,1.0,0.0,1.0
ENSG00000128918,0.0,1.0,0.0,1.0
ENSG00000255330,0.0,1.0,0.0,1.0
ENSG00000255054,0.0,1.0,0.0,1.0
ENSG00000261247,0.0,1.0,0.0,1.0
ENSG00000276964,0.0,1.0,0.0,1.0
ENSG00000169282,0.0,1.0,0.0,1.0
ENSG00000134020,0.0,1.0,0.0,1.0
ENSG00000234511,0.0,1.0,0.0,1.0
ENSG00000272379,0.0,1.0,0.0,1.0
ENSG00000204003,0.0,1.0,0.0,1.0
ENSG00000171236,0.0,1.0,0.0,1.0
ENSG00000269378,0.0,1.0,0.0,1.0
ENSG00000236901,0.0,1.0,0.0,1.0
ENSG00000236698,0.0,1.0,0.0,1.0
ENSG00000188171,0.0,1.0,0.0,1.0
ENSG00000188004,0.0,1.0,0.0,1.0
ENSG00000242571,0.0,1.0,0.0,1.0
ENSG00000173867,0.0,1.0,0.0,1.0
ENSG00000241556,0.0,1.0,0.0,1.0
ENSG00000255097,0.0,1.0,0.0,1.0
ENSG00000272356,0.0,1.0,0.0,1.0
ENSG00000289444,0.0,1.0,0.0,1.0
ENSG00000230076,0.0,1.0,0.0,1.0
ENSG00000230071,0.0,1.0,0.0,1.0
ENSG00000254959,0.0,1.0,0.0,1.0
ENSG00000289437,0.0,1.0,0.0,1.0
ENSG00000289436,0.0,1.0,0.0,1.0
ENSG00000289424,0.0,1.0,0.0,1.0
ENSG00000289728,0.0,1.0,0.0,1.0
ENSG00000229503,0.0,1.0,0.0,1.0
ENSG00000229927,0.0,1.0,0.0,1.0
ENSG00000234231,0.0,1.0,0.0,1.0
ENSG00000229932,0.0,1.0,0.0,1.0
ENSG00000285635,0.0,1.0,0.0,1.0
ENSG00000155970,0.0,1.0,0.0,1.0
ENSG00000231367,0.0,1.0,0.0,1.0
ENSG00000231364,0.0,1.0,0.0,1.0
ENSG00000231341,0.0,1.0,0.0,1.0
ENSG00000244485,0.0,1.0,0.0,1.0
ENSG00000254505,0.0,1.0,0.0,1.0
ENSG00000254332,0.0,1.0,0.0,1.0
ENSG00000272573,0.0,1.0,0.0,1.0
ENSG00000254285,0.0,1.0,0.0,1.0
ENSG00000180616,0.0,1.0,0.0,1.0
ENSG00000180581,0.0,1.0,0.0,1.0
ENSG00000214653,0.0,1.0,0.0,1.0
ENSG00000284753,0.0,1.0,0.0,1.0
ENSG00000242262,0.0,1.0,0.0,1.0
ENSG00000214940,0.0,1.0,0.0,1.0
ENSG00000169964,0.0,1.0,0.0,1.0
ENSG00000204967,0.0,1.0,0.0,1.0
ENSG00000204965,0.0,1.0,0.0,1.0
ENSG00000204961,0.0,1.0,0.0,1.0
ENSG00000204956,0.0,1.0,0.0,1.0
ENSG00000204933,0.0,1.0,0.0,1.0
ENSG00000204851,0.0,1.0,0.0,1.0
ENSG00000204850,0.0,1.0,0.0,1.0
ENSG00000214558,0.0,1.0,0.0,1.0
ENSG00000204072,0.0,1.0,0.0,1.0
ENSG00000214541,0.0,1.0,0.0,1.0
